row_number,status,review_comment,raw_line,columns_count,parsed_service,parsed_test,parsed_biomaterial,parsed_unit,parsed_method
2281,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2285,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2286,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2290,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2291,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2295,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2296,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2300,invalid_column_count,invalid_column_count,",,,ед/мл,2,4,""",7,,,,ед/мл,
2301,invalid_column_count,invalid_column_count,"2-4 ед/мл - Выраженная, Увеличивается в 2-4 раза"",,,,,,,",2,2-4 ед/мл - Выраженная,"Увеличивается в 2-4 раза,,,,,,,",,,
2461,invalid_column_count,invalid_column_count,"Токсины А и В Clostridium difficile (клостридий) в кале,Токсин A Clostridium difficile,Кал,,,не обнаружены,,,,Иммунохроматография,ИССЛЕДОВАНИЕ КАЛА		,Паразитология и инфекционная диагностика кала		,""Токсин А клостридий, Токсины А и В Clostridium difficile (клостридий) в кале;",13,Токсины А и В Clostridium difficile (клостридий) в кале,Токсин A Clostridium difficile,Кал,,Иммунохроматография
2462,invalid_column_count,invalid_column_count,"Энтеротоксин А, Токсины А и В Clostridium difficile (клостридий) в кале;",2,Энтеротоксин А,Токсины А и В Clostridium difficile (клостридий) в кале;,,,
2463,invalid_column_count,invalid_column_count,"Clostridium difficile токсин A, Токсины А и В Clostridium difficile (клостридий) в кале;",2,Clostridium difficile токсин A,Токсины А и В Clostridium difficile (клостридий) в кале;,,,
2464,invalid_column_count,invalid_column_count,"Токсин А C. diff, Токсины А и В Clostridium difficile (клостридий) в кале"",""Clostridium difficile toxin A, Toxins A and B Clostridium difficile (clostridia) in stool;",3,Токсин А C. diff,"Токсины А и В Clostridium difficile (клостридий) в кале,Clostridium difficile toxin A",Toxins A and B Clostridium difficile (clostridia) in stool;,,
2465,invalid_column_count,invalid_column_count,"Enterotoxin A, Toxins A and B Clostridium difficile (clostridia) in stool;",2,Enterotoxin A,Toxins A and B Clostridium difficile (clostridia) in stool;,,,
2466,invalid_column_count,invalid_column_count,"C. diff toxin A, Toxins A and B Clostridium difficile (clostridia) in stool;",2,C. diff toxin A,Toxins A and B Clostridium difficile (clostridia) in stool;,,,
2467,invalid_column_count,invalid_column_count,"CDT A, Toxins A and B Clostridium difficile (clostridia) in stool""",2,CDT A,Toxins A and B Clostridium difficile (clostridia) in stool,,,
2468,invalid_column_count,invalid_column_count,",Токсин B Clostridium difficile,Кал,,,не обнаружены,,,,Иммунохроматография,ИССЛЕДОВАНИЕ КАЛА		,Паразитология и инфекционная диагностика кала		,""Токсин В клостридий, Токсины А и В Clostridium difficile (клостридий) в кале;",13,,Токсин B Clostridium difficile,Кал,,Иммунохроматография
2469,invalid_column_count,invalid_column_count,"Цитотоксин В, Токсины А и В Clostridium difficile (клостридий) в кале;",2,Цитотоксин В,Токсины А и В Clostridium difficile (клостридий) в кале;,,,
2470,invalid_column_count,invalid_column_count,"Clostridium difficile токсин B, Токсины А и В Clostridium difficile (клостридий) в кале;",2,Clostridium difficile токсин B,Токсины А и В Clostridium difficile (клостридий) в кале;,,,
2471,invalid_column_count,invalid_column_count,"Токсин В C. diff, Токсины А и В Clostridium difficile (клостридий) в кале"",""Clostridium difficile toxin B, Toxins A and B Clostridium difficile (clostridia) in stool;",3,Токсин В C. diff,"Токсины А и В Clostridium difficile (клостридий) в кале,Clostridium difficile toxin B",Toxins A and B Clostridium difficile (clostridia) in stool;,,
2472,invalid_column_count,invalid_column_count,"Cytotoxin B, Toxins A and B Clostridium difficile (clostridia) in stool;",2,Cytotoxin B,Toxins A and B Clostridium difficile (clostridia) in stool;,,,
2473,invalid_column_count,invalid_column_count,"C. diff toxin B, Toxins A and B Clostridium difficile (clostridia) in stool;",2,C. diff toxin B,Toxins A and B Clostridium difficile (clostridia) in stool;,,,
2474,invalid_column_count,invalid_column_count,"CDT B, Toxins A and B Clostridium difficile (clostridia) in stool""",2,CDT B,Toxins A and B Clostridium difficile (clostridia) in stool,,,
2849,invalid_column_count,invalid_column_count,"""L-карнитин в крови (свободный и общий), ВЭЖХ-МС"",""L-карнитин свободный (C0) в крови",2,"L-карнитин в крови (свободный и общий), ВЭЖХ-МС",L-карнитин свободный (C0) в крови,,,
2850,invalid_column_count,invalid_column_count,""",Кровь ЭДТА,мкмоль/л,9,52,,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Жирные кислоты,""Профиль карнитина в моче, свободный и общий карнитин мочи, экскреция карнитина с мочой, почечный клиренс карнитина, ВЭЖХ-МС анализ мочи на карнитин, диагностика вторичной карнитинурии, оценка потерь карнитина"",""Urinary carnitine profile, free and total carnitine in urine, urinary carnitine excretion, renal carnitine clearance, HPLC-MS/MS analysis of urinary carnitine, diagnostics of secondary carnitinuria, assessment of carnitine losses""",13,",Кровь ЭДТА,мкмоль/л,9,52,,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Жирные кислоты,Профиль карнитина в моче",свободный и общий карнитин мочи,экскреция карнитина с мочой,почечный клиренс карнитина,renal carnitine clearance
2851,invalid_column_count,invalid_column_count,",""L-карнитин общий (C total) в крови",2,,L-карнитин общий (C total) в крови,,,
2852,invalid_column_count,invalid_column_count,""",Кровь ЭДТА,мкмоль/л,23,68,Новорожденные (от 0 до 2 дней),,,,ВЭЖХ-МС,Жирные кислоты,""Общий L-карнитин плазмы, определение общего карнитина, уровень общего карнитина в крови, скрининг на нарушения метаболизма карнитина, ВЭЖХ-МС анализ общего карнитина, общий карнитин (плазма), оценка карнитинового статуса (общий)"",""Total L-carnitine in plasma, plasma total carnitine assay, blood total carnitine level, carnitine metabolism disorder screening (total), HPLC-MS/MS measurement of total carnitine, total carnitine (EDTA plasma), carnitine status assessment (total)""",13,",Кровь ЭДТА,мкмоль/л,23,68,Новорожденные (от 0 до 2 дней),,,,ВЭЖХ-МС,Жирные кислоты,Общий L-карнитин плазмы",определение общего карнитина,уровень общего карнитина в крови,скрининг на нарушения метаболизма карнитина,carnitine metabolism disorder screening (total)
